texto_original,texto_limpio
¿Cuánto lleva Juan Carlos Socorro sin jugar con la selección de Venezuela?,cuánto lleva juan carlos socorro sin jugar con la selección de venezuela
¿Cuántos empleados tiene el empresario?,cuántos empleados tiene el empresario
¿Cómo se llama el avión que acabó fabricando Francia?,cómo se llama el avión que acabó fabricando francia
¿Quién dirige Turismo de México en Fráncfort?,quién dirige turismo de méxico en fráncfort
¿A qué es debida la situación en Ucrania según Serguéi Lavrov?,a qué es debida la situación en ucrania según serguéi lavrov
¿En qué país están desplegadas las tropas chilenas?,en qué país están desplegadas las tropas chilenas
¿Cuándo dejó de usarse la china poblana?,cuándo dejó de usarse la china poblana
¿Qué precepto le corresponde de manera genérica al Presidente de Chile?,qué precepto le corresponde de manera genérica al presidente de chile
¿En qué grupo está clasificado el equipo de fútbol de Colombia?,en qué grupo está clasificado el equipo de fútbol de colombia
¿Qué debate originó Machado?,qué debate originó machado
¿Dónde jugaron Suiza y Honduras?,dónde jugaron suiza y honduras
¿Hasta cuándo estará concentrado el equipo de Guatemala?,hasta cuándo estará concentrado el equipo de guatemala
¿Dónde se celebra el Gran Premio de Australia?,dónde se celebra el gran premio de australia
¿Por qué es posible que España se abra antes que Europa a operadores telefónicos de servicios sin red?,por qué es posible que españa se abra antes que europa a operadores telefónicos de servicios sin red
¿Cuándo se reunirán los ministros?,cuándo se reunirán los ministros
¿Si el proyecto sale adelante cuántos estadounidenses tendrán sanidad garantizada?,si el proyecto sale adelante cuántos estadounidenses tendrán sanidad garantizada
¿Qué país superó en términos económicos a Argentina en 2020 en el ámbito latinoamericano?,qué país superó en términos económicos a argentina en 2020 en el ámbito latinoamericano
¿Cuántas regiones componen Islandia?,cuántas regiones componen islandia
¿Cuándo fue a Cuba el músico?,cuándo fue a cuba el músico
¿A qué parte de la economía boliviana se quiere destinar más capital?,a qué parte de la economía boliviana se quiere destinar más capital
¿Quién planificó el evento en Guatemala?,quién planificó el evento en guatemala
¿Qué organización abandonará Uruguay si es cambiado el sistema de elección de presidente?,qué organización abandonará uruguay si es cambiado el sistema de elección de presidente
¿Dónde se reunirán Perú y Brasil?,dónde se reunirán perú y brasil
¿Cuándo jugará la selección venezolana en Panamá?,cuándo jugará la selección venezolana en panamá
¿Cuándo crearon los románticos el reformismo político?,cuándo crearon los románticos el reformismo político
¿Qué logro científico se ha llevado a cabo en Corea del Sur?,qué logro científico se ha llevado a cabo en corea del sur
¿A cuántos periodistas han matado ya en Honduras?,a cuántos periodistas han matado ya en honduras
¿Cuándo pasó el mandato del presidente de Brasil a durar cuatro años?,cuándo pasó el mandato del presidente de brasil a durar cuatro años
¿Por cuánto superó Alla Epyfanova a Alison Sydor?,por cuánto superó alla epyfanova a alison sydor
¿Cómo se conoce el festival en Suecia?,cómo se conoce el festival en suecia
¿Quién abandona el trono de España?,quién abandona el trono de españa
¿Cuántos países atravesó Evo Morales hasta llegar a México?,cuántos países atravesó evo morales hasta llegar a méxico
¿Quién pidió a la UE mantener el embargo de armas a China?,quién pidió a la ue mantener el embargo de armas a china
¿Cómo se conoce el caso en el que se ha juzgado a un expresidente de Costa Rica?,cómo se conoce el caso en el que se ha juzgado a un expresidente de costa rica
¿Qué le apreció a Miguel Antonio Bernal la visita de la gente de Panamá?,qué le apreció a miguel antonio bernal la visita de la gente de panamá
¿Cuál es la actividad económica principal del barrio de Granada de Cali?,cuál es la actividad económica principal del barrio de granada de cali
¿Quién era el secretario general del Ministerio de Exteriores de Serbia en el momento del atentado?,quién era el secretario general del ministerio de exteriores de serbia en el momento del atentado
¿Dónde jugaron México y Francia?,dónde jugaron méxico y francia
¿A qué ronda pasa la selección paraguaya gracias a esta victoria?,a qué ronda pasa la selección paraguaya gracias a esta victoria
¿Cuánto dinero demandaba Betancourt a la administración colombiana?,cuánto dinero demandaba betancourt a la administración colombiana
¿Quién obtuvo la medalla de plata?,quién obtuvo la medalla de plata
¿Qué quieren frenar las autoridades estadounidenses?,qué quieren frenar las autoridades estadounidenses
¿Cuántos Tour de Francia conquistó Miguel Induráin?,cuántos tour de francia conquistó miguel induráin
¿Quién ha sido el autor del ataque suicida en Sri Lanka?,quién ha sido el autor del ataque suicida en sri lanka
¿Durante qué época se cerró Japón a todo contacto exterior?,durante qué época se cerró japón a todo contacto exterior
¿Cuándo se produjeron las migraciones del campo a la ciudad en Corea del Sur?,cuándo se produjeron las migraciones del campo a la ciudad en corea del sur
¿Cómo está el paro en el Reino Unido?,cómo está el paro en el reino unido
¿A cuántas personas dejó libres el estado de Israel?,a cuántas personas dejó libres el estado de israel
¿Por qué podría Colombia tomar medidas contra productos de Venezuela?,por qué podría colombia tomar medidas contra productos de venezuela
¿Cuál era el nombre del cabeza de gobierno chileno?,cuál era el nombre del cabeza de gobierno chileno
¿Como qué rey ha sido nombrado Felipe de Borbón y Grecia?,como qué rey ha sido nombrado felipe de borbón y grecia
¿De cuánto va a ser la reducción de impuestos italianos?,de cuánto va a ser la reducción de impuestos italianos
¿Qué pensaba Kohl que había depositado en el banco de Suiza?,qué pensaba kohl que había depositado en el banco de suiza
¿Contra la selección de qué país se enfrentó Rusia en el Mundial de 2018?,contra la selección de qué país se enfrentó rusia en el mundial de 2018
¿Dónde se han enfrentado Italia e Irlanda?,dónde se han enfrentado italia e irlanda
¿Quién es la presidenta de Costa Rica?,quién es la presidenta de costa rica
¿A quién rechaza como presidente de UNASUR el gobierno uruguayo?,a quién rechaza como presidente de unasur el gobierno uruguayo
¿Qué nombre recibió la consola en Corea del sur?,qué nombre recibió la consola en corea del sur
¿Cuál es el nombre de los instrumentos de doble lengüeta en Egipto?,cuál es el nombre de los instrumentos de doble lengüeta en egipto
¿Cuál fue el resultado del partido entre España y Australia?,cuál fue el resultado del partido entre españa y australia
¿Cuáles son las dos únicas constituciones más viejas que la Suiza?,cuáles son las dos únicas constituciones más viejas que la suiza
¿Con quién se fue Pompeyo a Egipto?,con quién se fue pompeyo a egipto
¿Qué examen ha sido aplazado en Chile?,qué examen ha sido aplazado en chile
¿Cómo consiguió España bloquear al rival en ataque?,cómo consiguió españa bloquear al rival en ataque
¿A qué fase de la Copa América 2011 accede Paraguay gracias a este triunfo?,a qué fase de la copa américa 2011 accede paraguay gracias a este triunfo
¿Quién se encarga principalmente de empollar los huevos del avión roquero?,quién se encarga principalmente de empollar los huevos del avión roquero
¿Cuándo tendrá lugar la competición masculina?,cuándo tendrá lugar la competición masculina
¿Cuántos territorios de Argentina estrenan nuevo huso horario?,cuántos territorios de argentina estrenan nuevo huso horario
¿Qué exige Perú para participar en unos comicios municipales o regionales?,qué exige perú para participar en unos comicios municipales o regionales
¿Qué países latinoamericanos presentarán un texto conjunto ante el tribunal de justicia internacional?,qué países latinoamericanos presentarán un texto conjunto ante el tribunal de justicia internacional
¿Para qué llevaron a cabo un jamboree los Exploradores de España?,para qué llevaron a cabo un jamboree los exploradores de españa
¿Dónde se entrevistaron disidentes cubanos con el presidente de España?,dónde se entrevistaron disidentes cubanos con el presidente de españa
¿Cuál es una de las principales características del arte de Japón?,cuál es una de las principales características del arte de japón
¿Cuántas bajas se cree que hubo en México durante la Revolución?,cuántas bajas se cree que hubo en méxico durante la revolución
¿Cuántas personas dirigen la Audiencia Nacional de España?,cuántas personas dirigen la audiencia nacional de españa
¿Cuántas viviendas pretende edificar Israel en Jerusalén Este?,cuántas viviendas pretende edificar israel en jerusalén este
¿Cómo quedó España tras la guerra civil?,cómo quedó españa tras la guerra civil
¿Qué avión se accidentó en Cuba ayer a las 18 horas?,qué avión se accidentó en cuba ayer a las 18 horas
¿Qué idioma está ganando popularidad en Reino Unido?,qué idioma está ganando popularidad en reino unido
¿Cuándo fue la anterior visita de un presidente estadounidense a Vietnam?,cuándo fue la anterior visita de un presidente estadounidense a vietnam
¿Cómo quedaron España y EEUU en la Copa Davis?,cómo quedaron españa y eeuu en la copa davis
¿Cuántos civiles fallecieron el septiembre anterior en Ciudad de México a causa de dos terremotos?,cuántos civiles fallecieron el septiembre anterior en ciudad de méxico a causa de dos terremotos
¿Quién dirige Portugal Telecom?,quién dirige portugal telecom
¿Quiénes resultaron vencidos por Miguel Ángel en el concurso para realizar la fachada de San Lorenzo de Florencia?,quiénes resultaron vencidos por miguel ángel en el concurso para realizar la fachada de san lorenzo de florencia
¿Cuál es la pieza principal en la primera aventura de Indiana Smith?,cuál es la pieza principal en la primera aventura de indiana smith
¿De qué ha tachado Cruz la coyuntura actual con el ayuntamiento?,de qué ha tachado cruz la coyuntura actual con el ayuntamiento
¿En qué parte de España hay más desempleo?,en qué parte de españa hay más desempleo
¿Qué limitaba el tratado a Japón?,qué limitaba el tratado a japón
¿Cuántos niños no reciben la alimentación adecuada en Somalia?,cuántos niños no reciben la alimentación adecuada en somalia
"¿Quién era el encargado de realizar los pagos, según contó Jefferson a un medio brasileño?",quién era el encargado de realizar los pagos según contó jefferson a un medio brasileño
¿Qué ha propuesto el ejecutivo español para reducir las emisiones de dióxido de carbono?,qué ha propuesto el ejecutivo español para reducir las emisiones de dióxido de carbono
¿Adónde fue trasladada la China Poblana tras ser secuestrada?,adónde fue trasladada la china poblana tras ser secuestrada
¿Quién resuelve acerca de las propuestas de moción de censura de acuerdo con las leyes de Brasil?,quién resuelve acerca de las propuestas de moción de censura de acuerdo con las leyes de brasil
