texto_original,texto_limpio
¿A quién se enfrentará el Cajacantabria?,a quién se enfrentará el cajacantabria
¿Dónde jugarán los equipos?,dónde jugarán los equipos
¿Qué es la Primeiro Comando da Capital,qué es la primeiro comando da capital
¿Dónde está activa la organización Primeiro Comando da Capital?,dónde está activa la organización primeiro comando da capital
¿Qué puesto ocupará el candidato más votado en estas elecciones?,qué puesto ocupará el candidato más votado en estas elecciones
¿Cuál ha sido el porcentaje de participación registrado en los comicios?,cuál ha sido el porcentaje de participación registrado en los comicios
¿Cuándo se origina el arte paleolítico?,cuándo se origina el arte paleolítico
¿Dónde habitan los seres humanos en el año 40 000 a. C.?,dónde habitan los seres humanos en el año 40 000 a c
¿Cómo se llama el arte mural que se desarrollaba en las cuevas?,cómo se llama el arte mural que se desarrollaba en las cuevas
¿Dónde se encuentran la mayoría de cuevas con arte rupestre parietal español?,dónde se encuentran la mayoría de cuevas con arte rupestre parietal español
¿Cuántas cuevas con arte rupestre parietal hay en Francia?,cuántas cuevas con arte rupestre parietal hay en francia
¿Cómo se denomina la agrupación de arte rupestre en la parte meridional de la península ibérica?,cómo se denomina la agrupación de arte rupestre en la parte meridional de la península ibérica
¿Quiénes fueron los dos ganadores del último maratón de San Sebastián?,quiénes fueron los dos ganadores del último maratón de san sebastián
¿Cuántos participaron en la maratón?,cuántos participaron en la maratón
¿Quién lideró la carrera hasta el kilómetro 12?,quién lideró la carrera hasta el kilómetro 12
¿Quién ganó la carrera en 1999?,quién ganó la carrera en 1999
¿Quién ha sido escogido para dirigir los EEUU?,quién ha sido escogido para dirigir los eeuu
¿A qué le ha dado el ok Obama?,a qué le ha dado el ok obama
¿Cuál es nombre no oficial de Huizachtepetl?,cuál es nombre no oficial de huizachtepetl
¿Qué acontecimiento religioso tiene lugar en Huizachtepetl?,qué acontecimiento religioso tiene lugar en huizachtepetl
¿Por qué es relevante el cerro de La Estrella en el plano arqueológico?,por qué es relevante el cerro de la estrella en el plano arqueológico
¿A qué altura se encuentra el pico del cerro de La Estrella?,a qué altura se encuentra el pico del cerro de la estrella
¿Cuándo formaba el cerro de La Estrella el lado oeste de la península de Iztapalapa?,cuándo formaba el cerro de la estrella el lado oeste de la península de iztapalapa
¿Qué formación geológica forma la cadena Chimalhuacán-Santa Catarina-Estrella?,qué formación geológica forma la cadena chimalhuacán-santa catarina-estrella
¿Qué ciudad sitiaron las fuerzas de Soult?,qué ciudad sitiaron las fuerzas de soult
¿Quién comandaba las divisiones 2.ª y 4.ª de Wellington?,quién comandaba las divisiones 2ª y 4ª de wellington
¿Qué día salió la fuerza de auxilio con destino Badajoz?,qué día salió la fuerza de auxilio con destino badajoz
¿A qué ciudad fueron trasladados los heridos?,a qué ciudad fueron trasladados los heridos
¿Con qué caballería contaba Soult?,con qué caballería contaba soult
¿Hacia dónde se dirigía Wellington?,hacia dónde se dirigía wellington
¿Cuánto tiempo lo han tenido secuestrado las FARC?,cuánto tiempo lo han tenido secuestrado las farc
¿Dónde ha sido liberado el político colombiano?,dónde ha sido liberado el político colombiano
¿Qué otro nombre tiene la NYSE?,qué otro nombre tiene la nyse
¿Quién dirige NYSE?,quién dirige nyse
¿Cuándo informó Big Board su incorporación a la Bolsa?,cuándo informó big board su incorporación a la bolsa
¿Cuál es la estrategia de Alí Rodríguez?,cuál es la estrategia de alí rodríguez
¿En qué ciudad pondrá de manifiesto Rodríguez su idea?,en qué ciudad pondrá de manifiesto rodríguez su idea
¿Cómo se conoce también la Organización de Países Exportadores de Petróleo?,cómo se conoce también la organización de países exportadores de petróleo
¿En qué medio difundió Rodríguez sus argumentos? ,en qué medio difundió rodríguez sus argumentos
¿Qué cargo ostenta Rodríguez?,qué cargo ostenta rodríguez
¿Contra quién iban dirigidos los ataques militares turcos?,contra quién iban dirigidos los ataques militares turcos
¿Dónde se produjeron los hechos?,dónde se produjeron los hechos
¿Cuántas víctimas habría causado la ofensiva aérea según fuentes oficiales de la región?,cuántas víctimas habría causado la ofensiva aérea según fuentes oficiales de la región
¿Durante cuánto tiempo fue el aplastamiento por elefante un método de ejecución?,durante cuánto tiempo fue el aplastamiento por elefante un método de ejecución
¿Dónde era común este tipo de ajusticiamiento?,dónde era común este tipo de ajusticiamiento
¿Cuándo dejó de estar vigente la condena a muerte por aplastamiento por elefante?,cuándo dejó de estar vigente la condena a muerte por aplastamiento por elefante
¿Qué simbolizaba el uso de elefantes como ajusticiadores?,qué simbolizaba el uso de elefantes como ajusticiadores
¿Qué características hacían de los elefantes mejores que otros animales como medio de ejecución?,qué características hacían de los elefantes mejores que otros animales como medio de ejecución
¿Quién podía perdonar a la persona que iba a ser ejecutada en el último momento?,quién podía perdonar a la persona que iba a ser ejecutada en el último momento
¿Cuántas mujeres formaban el harén del rey Cosroes II?,cuántas mujeres formaban el harén del rey cosroes ii
¿Cuál era el nombre del cristiano que se opuso a que su hija formara parte del harén de Cosroes II?,cuál era el nombre del cristiano que se opuso a que su hija formara parte del harén de cosroes ii
¿Cuál fue la condena que recibió Na'aman?,cuál fue la condena que recibió na'aman
¿Cuándo empezó el evento?,cuándo empezó el evento
¿Cuántas naciones participaron en el evento?,cuántas naciones participaron en el evento
¿Dónde se celebró el evento?	,dónde se celebró el evento
¿Qué tipo de pintura realizaba la Escuela Utagawa?,qué tipo de pintura realizaba la escuela utagawa
¿Dónde nació Hiroshige?,dónde nació hiroshige
¿De qué tipología pictórica fue Hiroshige uno de los mayores exponentes?,de qué tipología pictórica fue hiroshige uno de los mayores exponentes
¿Quién estaba a cargo de Japón durante la época Edo?,quién estaba a cargo de japón durante la época edo
¿Cuál era la ciudad con más habitantes del mundo en 1725?,cuál era la ciudad con más habitantes del mundo en 1725
¿Qué ocurrió con los cristianos durante el período Edo?,qué ocurrió con los cristianos durante el período edo
¿Dónde se generó el japonismo?,dónde se generó el japonismo
¿A qué corrientes artísticas contribuyó la obra de Hiroshige?,a qué corrientes artísticas contribuyó la obra de hiroshige
¿Quién estableció un jardín japonés en su casa?,quién estableció un jardín japonés en su casa
¿Quién fue el rival del Bayern Munich en los cuartos de final de UEFA Champions League?,quién fue el rival del bayern munich en los cuartos de final de uefa champions league
¿De qué nacionalidad es Arturo Vidal?,de qué nacionalidad es arturo vidal
¿Para qué organización trabajó Lacan como analista?,para qué organización trabajó lacan como analista
¿Cuál era la institución que se definía verdadera sucesora de Freud?,cuál era la institución que se definía verdadera sucesora de freud
¿Cómo se llaman las tres escuelas más importantes de la Asociación Psicoanalítica Internacional?,cómo se llaman las tres escuelas más importantes de la asociación psicoanalítica internacional
¿Cómo se consideran las estructuras clínicas según la psicoanalítica lacaniana?,cómo se consideran las estructuras clínicas según la psicoanalítica lacaniana
¿Cuál no es el objetivo del análisis psicoanalítico para Lacan?,cuál no es el objetivo del análisis psicoanalítico para lacan
¿Por qué el objetivo del tratamiento analítico no es curar?,por qué el objetivo del tratamiento analítico no es curar
¿Qué creían los mayas?,qué creían los mayas
¿Quién escribió Pájaro Azul?,quién escribió pájaro azul
¿Dónde se encuentra el pájaro Blue-Jay?,dónde se encuentra el pájaro blue-jay
¿Cómo usan algunos países al león?,cómo usan algunos países al león
¿Qué hacen las universidades?,qué hacen las universidades
¿Cuántas personas fallecieron en las protestas del 12 de febrero en Venezuela?,cuántas personas fallecieron en las protestas del 12 de febrero en venezuela
¿Qué figura política falleció en los disturbios del 12 de febrero en Venezuela?,qué figura política falleció en los disturbios del 12 de febrero en venezuela
¿Qué continente está visitando Uribe?,qué continente está visitando uribe
¿Con quién se vio ayer Uribe en Paraguay?,con quién se vio ayer uribe en paraguay
¿Quiénes fueron los compositores de esta canción?,quiénes fueron los compositores de esta canción
¿De qué habla la canción What You Waiting For?,de qué habla la canción what you waiting for
¿En qué disco podemos encontrar la canción What You Waiting For?,en qué disco podemos encontrar la canción what you waiting for
¿Cuántas estrellas como máximo podría haberle dado Nick Sylvester a What You Waiting For?,cuántas estrellas como máximo podría haberle dado nick sylvester a what you waiting for
¿Cómo calificó Jennifer Nine a What You Waiting For?,cómo calificó jennifer nine a what you waiting for
¿Dónde trabajaba Jason Damas?,dónde trabajaba jason damas
¿Cuál es el seudónimo de Stuart Price?,cuál es el seudónimo de stuart price
¿Cómo se llama la versión más famosa de What You Waiting For?,cómo se llama la versión más famosa de what you waiting for
¿Qué instrumento se usa principalmente en la versión Rude Ho Mix?,qué instrumento se usa principalmente en la versión rude ho mix
¿A qué se dedica Fabián Delgado?,a qué se dedica fabián delgado
¿De qué nacionalidad es Fabián Delgado?,de qué nacionalidad es fabián delgado
¿Cuántos años se ha dedicado a la música Fabián Delgado?,cuántos años se ha dedicado a la música fabián delgado
¿Dónde tuvo cuentas millonarias la CDU?,dónde tuvo cuentas millonarias la cdu
"¿Por qué se fundó la llamada ""Asociación Cívica?","por qué se fundó la llamada ""asociación cívica"
¿Cuáles son las siglas del servicio secreto alemán?,cuáles son las siglas del servicio secreto alemán
¿Cuántos marcos se depositaron en Suiza entre 1989 y 1993?,cuántos marcos se depositaron en suiza entre 1989 y 1993
¿Cuáles son los tres principales partidos políticos de Alemania?,cuáles son los tres principales partidos políticos de alemania
¿Dónde ha dado Kohl dos entrevistas?,dónde ha dado kohl dos entrevistas
¿Cuándo apoyaron los partidos alemanes la democracia en países extranjeros?,cuándo apoyaron los partidos alemanes la democracia en países extranjeros
¿Por qué renunció Kohl a la presidencia honorífica de la CDU?,por qué renunció kohl a la presidencia honorífica de la cdu
¿Qué presidente supuestamente apoyó financieramente a Kohl en la campaña electoral?,qué presidente supuestamente apoyó financieramente a kohl en la campaña electoral
