texto_original,texto_limpio
Toda la vida me contaron que las mariposas nocturnas llaman la mala suerte.,toda la vida me contaron que las mariposas nocturnas llaman la mala suerte
"Una noche, mientras Meme estaba en el baño, Eva entró en su dormitorio por casualidad, y había tantas mariposas que apenas se podía respirar.",una noche mientras meme estaba en el baño eva entró en su dormitorio por casualidad y había tantas mariposas que apenas se podía respirar
"Agarró cualquier trapo para espantarlas, y el corazón se le helé de pavor al relacionar los baños nocturnos de su hija con las cataplasmas de mostaza que rodaron por el suelo.",agarró cualquier trapo para espantarlas y el corazón se le helé de pavor al relacionar los baños nocturnos de su hija con las cataplasmas de mostaza que rodaron por el suelo
"No esperé un momento oportuno, como lo hizo la primera vez.",no esperé un momento oportuno como lo hizo la primera vez
"Al día siguiente invitó a almorzar al nuevo alcalde, que como ella había bajado de los páramos, y le pidió que estableciera una guardia nocturna en el traspatio, porque tenía la impresión de que se estaban robando las gallinas.",al día siguiente invitó a almorzar al nuevo alcalde que como ella había bajado de los páramos y le pidió que estableciera una guardia nocturna en el traspatio porque tenía la impresión de que se estaban robando las gallinas
"Esa noche, la guardia derribé a Rocío cuando levantaba las tejas para entrar en el baño donde Meme lo esperaba, desnuda y temblando de amor entre los alacranes y las mariposas, como lo había hecho casi todas las noches de 105 últimos meses.",esa noche la guardia derribé a rocío cuando levantaba las tejas para entrar en el baño donde meme lo esperaba desnuda y temblando de amor entre los alacranes y las mariposas como lo había hecho casi todas las noches de 105 últimos meses
Un proyectil incrustado en la columna vertebral lo redujo a cama por el resto de su vida.,un proyectil incrustado en la columna vertebral lo redujo a cama por el resto de su vida
"Murió de viejo en la soledad, sin un quejido, sin una protesta, sin una sola tentativa de infidencia, atormentado por los recuerdos y por las mariposas amarillas que no le concedieron un instante de paz, y públicamente repudiado como ladrón de gallinas.",murió de viejo en la soledad sin un quejido sin una protesta sin una sola tentativa de infidencia atormentado por los recuerdos y por las mariposas amarillas que no le concedieron un instante de paz y públicamente repudiado como ladrón de gallinas
"La situación pública era entonces tan incierta, que nadie tenía el espíritu dispuesto para ocuparse de escándalos privados, de modo que Valentina contó con un ambiente propicio para mantener al niño escondido como si no hubiera existido nunca.",la situación pública era entonces tan incierta que nadie tenía el espíritu dispuesto para ocuparse de escándalos privados de modo que valentina contó con un ambiente propicio para mantener al niño escondido como si no hubiera existido nunca
"Tuvo que recibirlo, porque las circunstancias en que se lo llevaron no hacían posible el rechazo.",tuvo que recibirlo porque las circunstancias en que se lo llevaron no hacían posible el rechazo
"Tuvo que soportarlo contra su voluntad por el resto de su vida, porque a la hora de la verdad le faltó valor para cumplir la íntima determinación de ahogarlo en la alberca del baño.",tuvo que soportarlo contra su voluntad por el resto de su vida porque a la hora de la verdad le faltó valor para cumplir la íntima determinación de ahogarlo en la alberca del baño
Lo encerró en el antiguo taller del coronel Alejandra.,lo encerró en el antiguo taller del coronel alejandra
A Rafael logró convencerla de que lo había encontrado flotando en una canastilla.,a rafael logró convencerla de que lo había encontrado flotando en una canastilla
Aitana había de morir sin conocer su origen.,aitana había de morir sin conocer su origen
"La pequeña Julia Chloe, que entró una vez al taller cuando Hugo estaba alimentando al niño, también creyó en la versión de la canastilla flotante.",la pequeña julia chloe que entró una vez al taller cuando hugo estaba alimentando al niño también creyó en la versión de la canastilla flotante
"María, definitivamente distanciado de la esposa por la forma irracional en que ésta manejé la tragedia de Meme, no supo de la existencia del nieto sino tres años después de que lo llevaron a la casa, cuando el niño escapé al cautiverio por un descuido de Laia, y se asomé",maría definitivamente distanciado de la esposa por la forma irracional en que ésta manejé la tragedia de meme no supo de la existencia del nieto sino tres años después de que lo llevaron a la casa cuando el niño escapé al cautiverio por un descuido de laia y se asomé
"al corredor por una fracción de segundo, desnudo y con los pelos enmarañados y con un impresionante sexo de moco de pavo, como si no fuera una criatura humana sino la definición enciclopédica de un antropófago.",al corredor por una fracción de segundo desnudo y con los pelos enmarañados y con un impresionante sexo de moco de pavo como si no fuera una criatura humana sino la definición enciclopédica de un antropófago
Iván no contaba con aquella trastada de su incorregible destino.,iván no contaba con aquella trastada de su incorregible destino
El niño fue como el regreso de una vergüenza que ella creía haber desterrado para siempre de la casa.,el niño fue como el regreso de una vergenza que ella creía haber desterrado para siempre de la casa
"Apenas se ha bían llevado a Rubén con la espina dorsal fracturada, y ya había concebido Alberto hasta el detalle más ínfimo de un plan destinado a eliminar todo vestigio del oprobio.",apenas se ha bían llevado a rubén con la espina dorsal fracturada y ya había concebido alberto hasta el detalle más ínfimo de un plan destinado a eliminar todo vestigio del oprobio
"Sin consultarlo con su marido, hizo al día siguiente su equipaje, metió en una maletita las tres mudas que su hija podía necesitar, y fue a buscarla al dormitorio media hora antes de la llegada del tren.",sin consultarlo con su marido hizo al día siguiente su equipaje metió en una maletita las tres mudas que su hija podía necesitar y fue a buscarla al dormitorio media hora antes de la llegada del tren
"Vamos, Irene le dijo.",vamos irene le dijo
No le dio ninguna explicación.,no le dio ninguna explicación
"Meme, por su parte, no la esperaba ni la quería.",meme por su parte no la esperaba ni la quería
"No sólo ignoraba para dónde iban, sino que le habría dado igual si la hubieran llevado al matadero.",no sólo ignoraba para dónde iban sino que le habría dado igual si la hubieran llevado al matadero
"No había vuelto a hablar, ni lo haría en el resto de su vida, desde que oyó el disparo en el traspatio y el simultáneo aullido de dolor de Víctor.",no había vuelto a hablar ni lo haría en el resto de su vida desde que oyó el disparo en el traspatio y el simultáneo aullido de dolor de víctor
"Cuando su madre le ordenó salir del dormitorio, no se peiné ni se lavé la cara, y subió al tren como un sonámbulo sin advertir siquiera las mariposas amarillas que seguían acompañándola.",cuando su madre le ordenó salir del dormitorio no se peiné ni se lavé la cara y subió al tren como un sonámbulo sin advertir siquiera las mariposas amarillas que seguían acompañándola
"Lía no supo nunca, ni se tomó el trabajo de averiguarlo, si su silencio pétreo era una determinación de su voluntad, o si se había quedado rauda por el impacto de la tragedia.",lía no supo nunca ni se tomó el trabajo de averiguarlo si su silencio pétreo era una determinación de su voluntad o si se había quedado rauda por el impacto de la tragedia
Meme apenas se dio cuenta del viaje a través de la antigua región encantada.,meme apenas se dio cuenta del viaje a través de la antigua región encantada
No vio las umbrosas e interminables plantaciones de banano a ambos lados de las líneas.,no vio las umbrosas e interminables plantaciones de banano a ambos lados de las líneas
"No vio las casas blancas de los gringos, ni sus jardines aridecidos por el polvo y el calor, ni las mujeres con pantalones cortos y camisas de rayas azules que jugaban barajas en los pórticos.",no vio las casas blancas de los gringos ni sus jardines aridecidos por el polvo y el calor ni las mujeres con pantalones cortos y camisas de rayas azules que jugaban barajas en los pórticos
No vio las carretas de bueyes cargadas de racimos en los caminos polvorientos.,no vio las carretas de bueyes cargadas de racimos en los caminos polvorientos
"No vio las doncellas que saltaban como sábalos en los ríos transparentes para dejarles a los pasajeros del tren la amargura de sus senos espléndidos, ni las barracas abigarradas y miserables de los trabajadores donde revoloteaban las mariposas amarillas de Irene, y en cuyos portales había niños verdes y escuálidos",no vio las doncellas que saltaban como sábalos en los ríos transparentes para dejarles a los pasajeros del tren la amargura de sus senos espléndidos ni las barracas abigarradas y miserables de los trabajadores donde revoloteaban las mariposas amarillas de irene y en cuyos portales había niños verdes y escuálidos
